selling_price,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage,car_age
550000,20000,3,1,1,0,1197.0,81.8,5.0,21.21,8
270000,20000,3,1,1,0,796.0,47.3,5.0,24.7,7
700000,7800,3,1,0,0,1197.0,81.8,5.0,22.0,7
500000,20000,3,1,1,0,1197.0,81.8,5.0,20.4,8
1250000,15000,1,1,1,0,2179.0,147.94,7.0,17.6,6
320000,31377,3,1,1,2,1197.0,82.85,5.0,18.5,12
700000,50000,1,1,1,0,1248.0,74.02,5.0,28.4,7
290000,60000,3,1,1,0,998.0,67.04,5.0,20.51,10
550000,100000,3,1,0,0,1794.0,138.1,5.0,14.53,13
265000,60000,3,1,1,0,1198.0,86.8,5.0,19.4,13
830000,5000,3,1,0,0,1197.0,83.1,5.0,21.4,7
800000,60000,1,1,1,0,2179.0,147.94,7.0,14.1,8
160000,25000,3,1,1,2,796.0,46.3,5.0,19.7,14
335000,30000,3,1,1,0,799.0,53.3,5.0,25.17,7
329000,80000,3,1,1,2,1198.0,67.0,5.0,20.63,8
775000,75000,1,1,1,0,1248.0,88.5,5.0,24.3,8
524000,32000,3,1,1,0,1197.0,81.86,5.0,20.14,5
245000,40000,3,1,1,0,796.0,47.3,5.0,22.74,10
275000,93000,3,1,1,2,1197.0,80.0,5.0,17.0,13
520000,60000,3,1,1,0,1193.0,88.7,5.0,17.57,7
130000,120000,3,1,1,2,1248.0,81.83,5.0,19.44,17
550000,37000,3,1,1,0,1498.0,97.7,5.0,16.95,11
910000,15000,3,1,1,0,1497.0,121.36,5.0,17.0,7
300000,80000,3,1,1,0,1198.0,67.04,5.0,19.49,10
350000,140000,3,1,1,0,998.0,67.04,5.0,20.51,9
900000,70000,1,1,1,0,2696.0,162.0,7.0,12.83,12
300000,120000,1,1,1,2,1493.0,100.0,7.0,17.21,12
250000,110000,1,1,1,2,1248.0,73.9,5.0,21.1,15
1100000,37000,1,1,1,0,1582.0,126.2,5.0,19.67,8
270000,44000,3,1,1,0,799.0,53.3,5.0,25.17,9
640000,80000,1,1,1,0,1248.0,88.76,7.0,20.77,10
650000,125000,1,1,1,0,2179.0,140.0,7.0,15.1,10
409999,13500,3,1,1,0,1196.0,73.0,5.0,15.37,8
165000,75000,3,1,1,0,1086.0,62.1,5.0,17.92,14
80000,120000,3,1,1,2,1495.0,94.0,5.0,13.2,18
535000,120000,1,1,1,0,2179.0,140.0,7.0,15.1,13
700000,70000,1,1,1,0,2494.0,100.57,7.0,12.99,12
550000,70000,1,1,1,0,1248.0,74.0,5.0,23.4,12
680000,15000,3,1,0,0,1199.0,88.76,5.0,19.0,6
200000,53000,3,1,1,2,1197.0,78.9,5.0,20.36,16
500000,120000,1,1,1,2,1248.0,74.0,5.0,23.4,11
1000000,70000,1,1,1,0,1248.0,88.5,7.0,24.52,9
110000,120000,3,1,1,2,1341.0,82.9,5.0,14.2,17
320000,100000,3,1,1,2,1197.0,80.0,5.0,18.5,13
75000,110000,1,1,1,2,1248.0,81.83,5.0,19.44,20
350000,100000,3,1,1,0,1197.0,83.11,5.0,20.4,10
170000,162500,1,1,1,0,1405.0,70.0,5.0,19.4,12
800000,39000,1,1,1,0,1396.0,88.73,5.0,22.54,8
500000,75000,1,1,1,0,1248.0,74.0,5.0,26.8,8
1380000,50000,1,1,0,0,2179.0,153.86,7.0,17.6,8
1300000,40000,1,1,1,0,1497.0,121.0,8.0,17.3,6
530000,92500,1,1,1,0,1582.0,126.3,5.0,22.32,12
360000,158000,1,1,1,0,1248.0,74.0,5.0,23.4,13
310000,120000,1,1,1,0,1248.0,73.9,5.0,19.3,13
725000,50000,1,1,1,2,1498.0,98.6,5.0,26.0,10
340000,110000,1,1,1,0,1248.0,73.9,5.0,19.3,13
550000,2000,1,1,1,2,1186.0,73.97,5.0,25.4,8
1150000,181000,1,1,1,2,2982.0,171.0,7.0,11.5,14
380000,70000,1,1,1,0,1047.0,69.0,5.0,27.28,9
350000,90000,3,1,0,2,1498.0,99.6,5.0,17.97,12
610000,2000,3,1,1,0,1197.0,81.86,5.0,18.6,6
525000,20000,3,1,1,0,1197.0,83.14,5.0,20.85,10
480000,120000,1,1,1,0,2494.0,102.0,7.0,12.8,14
780000,35000,1,1,1,0,2498.0,105.0,6.0,16.55,8
320000,193000,1,1,1,0,1248.0,73.9,5.0,19.3,13
375000,80000,3,1,1,0,1197.0,81.8,5.0,20.4,11
300000,40000,3,1,1,0,1198.0,67.05,5.0,19.02,6
500000,70000,1,1,1,1,1396.0,88.73,5.0,22.54,10
404000,122358,1,1,1,0,2179.0,120.0,9.0,12.05,14
500000,75000,1,1,1,0,2956.0,69.01,7.0,14.07,10
350000,120000,1,1,1,0,1047.0,69.0,5.0,27.28,8
380000,40000,3,1,1,0,1193.0,88.7,5.0,17.57,10
114999,95200,3,1,1,4,1495.0,94.0,5.0,13.2,17
335000,33033,3,0,1,0,1198.0,86.8,5.0,19.4,11
465000,63063,3,0,0,0,1197.0,82.0,5.0,18.9,10
290000,60000,1,1,1,0,1248.0,88.76,5.0,21.02,13
110000,45000,3,1,1,2,796.0,46.3,5.0,19.7,20
450000,80000,1,1,1,4,2179.0,138.1,7.0,11.57,14
400000,170000,1,1,1,2,2523.0,63.0,7.0,13.6,16
210000,207890,1,1,1,2,2523.0,63.0,7.0,13.6,18
4600000,7976,1,1,0,0,2143.0,170.0,5.0,17.9,7
220000,35000,3,1,1,0,796.0,34.2,8.0,16.8,9
450000,35000,3,1,1,0,1197.0,82.0,5.0,18.9,8
290000,50000,3,1,0,0,1197.0,78.9,5.0,16.95,12
520000,20000,3,1,1,0,1197.0,81.8,5.0,20.4,9
265000,20000,3,1,0,0,1197.0,78.9,5.0,16.95,14
330000,50000,3,1,1,2,1197.0,85.8,5.0,18.6,13
509999,120000,1,1,1,0,2523.0,62.1,7.0,15.96,11
500000,70000,3,1,1,0,1591.0,121.3,5.0,17.1,11
525000,50000,3,1,1,0,1197.0,81.86,5.0,17.19,10
675000,16500,3,1,1,0,1197.0,81.8,5.0,21.01,6
300000,70000,3,1,1,0,1197.0,80.0,5.0,17.0,15
90000,99361,3,1,1,2,796.0,46.3,5.0,19.7,20
650000,25000,1,1,1,0,1248.0,74.0,5.0,26.59,8
409000,70000,3,1,1,2,1197.0,85.8,5.0,19.1,11
395000,80000,1,1,1,2,1120.0,70.0,5.0,24.0,10
215000,70000,3,1,1,2,1248.0,81.83,5.0,19.44,15
400000,70000,3,1,1,2,1197.0,85.8,5.0,19.1,11
120000,60000,3,1,1,4,1199.0,79.4,5.0,18.6,13
645000,10000,3,1,0,0,1199.0,84.0,5.0,20.3,7
81000,80000,3,1,1,0,796.0,37.0,4.0,16.1,19
1300000,30000,1,1,1,0,1498.0,97.9,5.0,25.6,8
1250000,33000,1,1,1,0,1498.0,97.9,5.0,25.6,8
535000,90000,3,1,1,4,1373.0,93.7,7.0,16.02,12
555000,80100,1,1,1,2,1461.0,108.5,5.0,19.01,11
725000,120000,3,1,1,0,1497.0,117.3,5.0,17.4,11
300000,10000,1,1,1,4,1248.0,81.83,5.0,19.44,42
229999,40000,3,1,1,0,799.0,53.3,5.0,25.17,9
800000,160000,1,1,1,2,2494.0,100.6,8.0,12.99,12
409999,47000,3,1,1,0,998.0,67.04,5.0,20.51,8
1210000,25000,1,1,1,0,1396.0,88.7,5.0,21.38,7
400000,26000,3,1,1,0,1199.0,84.0,5.0,23.84,8
520000,29000,1,1,1,0,1186.0,73.97,5.0,24.0,7
650000,50000,3,1,0,0,1197.0,83.1,5.0,21.4,9
325000,58000,3,1,1,4,1298.0,88.2,5.0,16.1,14
420000,120000,3,1,0,0,1197.0,85.8,5.0,17.4,13
400000,50000,3,1,1,0,1197.0,81.8,5.0,20.4,11
254999,80000,3,1,1,1,1197.0,80.0,5.0,17.0,15
65000,60000,3,1,1,1,993.0,60.0,5.0,17.3,22
351000,36000,3,1,1,0,998.0,67.04,5.0,23.1,8
404000,120000,1,1,1,4,2494.0,102.0,8.0,12.8,18
185000,185000,1,1,1,4,1248.0,73.9,5.0,21.1,14
250000,50000,1,1,1,0,1461.0,63.1,5.0,23.08,14
60000,100000,3,1,1,1,993.0,60.0,5.0,17.3,23
500000,50000,3,1,1,2,1591.0,121.3,5.0,17.1,12
85000,80000,3,1,1,2,998.0,67.1,5.0,18.2,18
85000,60000,3,1,1,2,1248.0,81.83,5.0,19.44,20
85000,80000,3,1,1,1,796.0,46.3,5.0,19.7,20
265000,90000,1,1,1,1,1248.0,73.9,5.0,19.3,14
130000,162000,3,1,1,2,998.0,66.1,5.0,19.0,15
480000,110000,1,1,1,4,1248.0,88.76,7.0,20.77,12
170000,120000,1,1,1,4,1248.0,75.0,5.0,17.8,17
275000,45000,1,1,1,0,1461.0,63.1,5.0,23.08,14
89000,90000,3,1,1,2,998.0,67.1,5.0,18.9,20
170000,90000,1,1,1,2,1399.0,68.0,5.0,20.0,15
1090000,16500,3,0,1,0,1197.0,110.0,5.0,17.0,6
1100000,67000,1,1,0,0,1582.0,126.2,5.0,17.01,8
610000,52000,3,0,1,0,1197.0,81.8,5.0,22.0,7
335000,40000,3,0,1,0,1198.0,67.0,5.0,20.63,9
434999,40000,3,0,1,0,1197.0,82.0,5.0,18.9,10
3000000,35000,1,1,1,0,2755.0,174.5,7.0,14.24,7
390000,13000,3,0,1,0,799.0,53.26,5.0,20.71,7
325000,40000,3,0,1,0,1198.0,86.8,5.0,18.5,13
640000,10000,3,0,1,0,1198.0,73.75,5.0,17.0,6
450000,9000,3,0,1,0,1498.0,97.7,5.0,16.95,13
400000,70000,1,0,1,2,1364.0,67.06,5.0,23.59,12
215000,60000,3,0,1,0,1197.0,78.9,5.0,20.36,16
570000,40000,1,0,1,0,1461.0,83.8,5.0,20.45,11
680000,93000,1,0,1,0,2179.0,140.0,7.0,15.1,13
325000,80000,1,1,1,1,2494.0,102.0,7.0,12.8,17
150000,50000,3,1,1,2,1193.0,64.08,5.0,15.64,14
690000,68000,3,0,0,0,1797.0,147.5,5.0,14.5,12
1550000,25000,1,1,0,0,2143.0,170.0,5.0,14.84,12
64000,18000,3,0,1,0,624.0,37.5,4.0,25.4,13
250000,120000,1,1,1,0,1461.0,63.1,5.0,23.08,12
65000,35000,3,1,1,0,998.0,67.1,5.0,18.9,20
550000,60000,1,1,1,2,1248.0,74.0,5.0,26.59,9
140000,70000,3,1,1,1,1197.0,78.9,5.0,20.36,15
300000,30000,3,1,1,0,799.0,53.3,5.0,25.17,9
800000,70000,3,1,0,0,1798.0,189.3,5.0,16.34,9
503000,110000,1,1,1,0,2179.0,147.94,7.0,14.1,10
3800000,20000,1,1,0,0,1969.0,190.0,5.0,18.0,6
2000000,68089,3,2,0,0,2494.0,157.7,5.0,19.16,9
225000,58343,3,2,1,0,998.0,67.05,5.0,21.79,12
740000,38817,1,0,1,0,1248.0,74.0,5.0,27.39,7
550000,56494,3,2,1,0,1199.0,88.7,5.0,18.2,9
750000,79328,1,2,1,2,2494.0,100.6,7.0,12.99,12
650000,5621,3,2,0,0,1197.0,81.8,5.0,22.0,6
625000,25538,3,2,1,0,1496.0,88.73,5.0,16.78,8
600000,69779,3,0,0,0,1197.0,81.8,5.0,22.0,7
450000,56290,1,0,1,0,1186.0,73.97,5.0,24.0,8
5400000,7500,1,0,0,0,1995.0,190.0,5.0,16.78,6
5500000,8500,1,0,0,0,1995.0,190.0,5.0,16.78,6
779000,7032,3,2,0,0,1199.0,88.76,5.0,19.0,6
2475000,2000,1,0,0,0,1984.0,150.0,5.0,16.8,7
150000,106000,3,1,1,4,1197.0,78.9,5.0,20.36,15
265000,162000,1,1,1,4,1248.0,81.83,5.0,19.44,13
500000,120000,3,1,0,2,2354.0,158.8,5.0,11.1,16
480000,90000,1,1,1,0,1248.0,74.0,5.0,26.59,10
535000,70000,1,1,1,4,1582.0,126.32,5.0,22.32,11
250000,240000,1,1,1,4,2494.0,102.0,8.0,12.8,20
300000,100000,1,1,1,2,1248.0,88.8,5.0,21.5,13
340000,214000,3,1,1,2,1599.0,103.2,5.0,13.9,16
340000,214000,1,1,1,2,1493.0,110.0,5.0,16.8,16
240000,50000,3,1,1,0,796.0,47.3,5.0,22.74,9
1085000,1000,3,1,0,0,1497.0,117.6,5.0,18.0,7
750000,19000,1,1,0,0,1248.0,74.02,5.0,28.4,8
95000,265000,1,1,1,2,1405.0,70.0,5.0,17.0,13
409999,35000,0,1,1,0,1196.0,61.7,5.0,20.88,5
215000,80000,3,1,1,2,998.0,67.05,5.0,23.95,11
1290000,50000,1,1,0,0,2179.0,140.0,7.0,16.0,9
150000,80000,3,1,1,0,998.0,67.1,5.0,20.92,15
219000,50000,3,1,1,2,814.0,55.2,5.0,21.1,12
325000,100000,3,1,1,0,1199.0,84.0,5.0,23.84,7
260000,120000,3,1,1,2,1196.0,73.0,5.0,15.1,12
700000,40000,1,1,0,0,1498.0,78.9,5.0,23.8,6
950000,45000,1,1,1,0,1396.0,88.7,5.0,21.38,8
160000,80000,3,1,1,2,796.0,46.3,5.0,19.7,15
409999,135000,1,1,1,2,1120.0,71.01,5.0,24.4,10
840000,120000,1,1,1,2,2494.0,100.6,7.0,12.99,10
450000,67000,1,1,1,0,1364.0,67.1,5.0,23.59,12
900000,50000,1,1,1,0,1248.0,74.02,5.0,28.4,8
570000,134000,1,1,1,2,2494.0,102.0,7.0,12.8,17
254999,110000,1,1,1,2,1461.0,63.1,5.0,23.08,14
130000,40000,3,1,1,0,796.0,37.0,4.0,16.1,16
530000,120000,1,1,1,2,1248.0,74.0,5.0,23.4,12
520000,110000,1,1,1,2,1498.0,88.8,5.0,20.14,10
229999,170000,1,1,1,2,1461.0,64.1,5.0,21.0,14
81000,80000,3,1,1,2,796.0,37.0,4.0,16.1,21
600000,47000,1,1,1,0,1248.0,74.0,5.0,25.2,9
409999,93000,3,1,1,0,1197.0,81.86,5.0,19.1,10
120000,70000,3,1,1,2,796.0,37.0,4.0,16.1,15
320000,50000,3,1,1,0,998.0,67.04,5.0,23.1,11
